OrderID,Order Year,Order Quarter,Order Month,Order Day,Customer Name,Customer Country,Customer City,ProductName,Product CategoryName,Quantity,UnitPrice in USD,Unit Discount in %,UnitCost in USD,Shipper Name,Freight Cost (Paid by Customer)
10296,2015,Qtr 1,February,2,Los Vatos Locos,Venezuela,Barquisimeto,Wimbledon T-Shirt,Sportswear,30,9.36,0,7.33,SafeAndFast,536.66
10297,2017,Qtr 4,November,30,Menàge à Trois,France,Strasbourg,Oyaki Kimono,Women's Clothes,20,11.95,0,8.96,Quik Shipping,588.2
10297,2017,Qtr 4,November,30,Menàge à Trois,France,Strasbourg,Terence Top,Women's Clothes,60,59.35,0,48.17,Quik Shipping,588.2
10298,2015,Qtr 2,April,2,Boleros,Ireland,Cork,Lace Shoes,Sportswear,15,28,0,25.39,SafeAndFast,2544.25
10298,2015,Qtr 2,April,2,Boleros,Ireland,Cork,Mehmet-Tröja,Baby Clothes,40,7.34,0.25,6.45,SafeAndFast,2544.25
10298,2015,Qtr 2,April,2,Boleros,Ireland,Cork,Mr2 Trousers,Men's Clothes,40,17.54,0,16.17,SafeAndFast,2544.25
10298,2015,Qtr 2,April,2,Boleros,Ireland,Cork,Rasta WCT,Sportswear,30,9.15,0.25,6.69,SafeAndFast,2544.25
10299,2017,Qtr 2,April,2,Da Bikini Expertu,Brazil,Rio de Janeiro,Squash Shorts,Sportswear,15,9.17,0,7.4,SafeAndFast,237.23
10299,2017,Qtr 2,April,2,Da Bikini Expertu,Brazil,Rio de Janeiro,US-Master Jeans,Men's Clothes,20,29.08,0,24.98,SafeAndFast,237.23
10300,2015,Qtr 2,April,6,La Moda d'il Futuri,Italy,Bergamo,Cap,Sportswear,20,11.27,0,9.67,Quik Shipping,451.24
10300,2015,Qtr 2,April,6,La Moda d'il Futuri,Italy,Bergamo,Langoste Shirt,Women's Clothes,30,19.89,0,16.58,Quik Shipping,451.24
10301,2017,Qtr 2,April,5,Boleros,Ireland,Cork,Duck Trousers,Baby Clothes,10,18.33,0,16.34,SafeAndFast,2544.25
10301,2017,Qtr 2,April,5,Boleros,Ireland,Cork,Slip-on Shoes,Women's Footwear,20,39.17,0,34.17,SafeAndFast,2544.25
10302,2015,Qtr 4,November,5,The Corner Store,USA,Eugene,RDL Suit,Children's Clothes,28,42.81,0,36.81,World Wide Transports,1998.15
10302,2015,Qtr 4,November,5,The Corner Store,USA,Eugene,Summer Shorts,Swimwear,12,10.82,0,10.48,World Wide Transports,1998.15
10302,2015,Qtr 4,November,5,The Corner Store,USA,Eugene,TieBreak Tennis shoes,Men's Footwear,40,25.65,0,19.35,World Wide Transports,1998.15
10303,2017,Qtr 4,November,7,Los Trajes de Matador,Spain,Sevilla,Cap,Sportswear,15,12.77,0.100000001,9.67,Quik Shipping,459.32
10303,2017,Qtr 4,November,7,Los Trajes de Matador,Spain,Sevilla,Duck Trousers,Baby Clothes,40,17.62,0.100000001,16.34,Quik Shipping,459.32
10303,2017,Qtr 4,November,7,Los Trajes de Matador,Spain,Sevilla,Stretch Pants,Women's Clothes,30,10.78,0.100000001,8.68,Quik Shipping,459.32
10304,2016,Qtr 4,November,6,Don Balón,Mexico,México D.F.,Atles Lussekofta,Men's Clothes,2,29.76,0,26.49,World Wide Transports,1192.26
10304,2016,Qtr 4,November,6,Don Balón,Mexico,México D.F.,Finnish Sport Blades,Sportswear,30,19.79,0,15.43,World Wide Transports,1192.26
10304,2016,Qtr 4,November,6,Don Balón,Mexico,México D.F.,Rasta WCT,Sportswear,10,7.91,0,6.69,World Wide Transports,1192.26
10305,2018,Qtr 2,April,11,Don Balón,Mexico,México D.F.,Davenport Shoes,Men's Footwear,25,113.94,0.100000001,100.74,World Wide Transports,1192.26
10305,2018,Qtr 2,April,11,Don Balón,Mexico,México D.F.,Deuce Shirt,Baby Clothes,25,27.56,0.100000001,22.09,World Wide Transports,1192.26
10305,2018,Qtr 2,April,11,Don Balón,Mexico,México D.F.,Terence Top,Women's Clothes,30,57.25,0.100000001,48.17,World Wide Transports,1192.26
10306,2018,Qtr 3,July,14,La Moda Alucinante,Spain,Madrid,Baby Dark Lounge Suit,Baby Clothes,10,28.02,0,22.71,Quik Shipping,165.09
10306,2018,Qtr 3,July,14,La Moda Alucinante,Spain,Madrid,Jack Flash Dress,Women's Clothes,10,61.11,0,52.38,Quik Shipping,165.09
10306,2018,Qtr 3,July,14,La Moda Alucinante,Spain,Madrid,Patamonia Fleece Jacket,Sportswear,5,37.88,0,30.27,Quik Shipping,165.09
10307,2016,Qtr 2,April,14,Too Hot 4U,USA,Portland,Cap,Sportswear,3,12.82,0,9.67,World Wide Transports,309.25
10307,2016,Qtr 2,April,14,Too Hot 4U,USA,Portland,Lace Shoes,Sportswear,10,27.27,0,25.39,World Wide Transports,309.25
10308,2017,Qtr 2,April,14,La Tienda de la Esquina,Mexico,México D.F.,Tube Socks,Sportswear,1,2.12,0,1.65,SafeAndFast,167.16
10308,2017,Qtr 2,April,14,La Tienda de la Esquina,Mexico,México D.F.,US-Master Jeans,Men's Clothes,5,29.55,0,24.98,SafeAndFast,167.16
10309,2016,Qtr 4,October,13,Boleros,Ireland,Cork,Atles Lussekofta,Men's Clothes,3,29.76,0,26.49,SafeAndFast,2544.25
10309,2016,Qtr 4,October,13,Boleros,Ireland,Cork,Rossi Shorts,Women's Clothes,20,21.64,0,19.34,SafeAndFast,2544.25
10309,2016,Qtr 4,October,13,Boleros,Ireland,Cork,Shagall Socks,Women's Clothes,30,3.69,0,3.21,SafeAndFast,2544.25
10309,2016,Qtr 4,October,13,Boleros,Ireland,Cork,Summer Shorts,Swimwear,20,11.87,0,10.48,SafeAndFast,2544.25
10309,2016,Qtr 4,October,13,Boleros,Ireland,Cork,Walking Shoes,Women's Footwear,2,13.62,0,10.95,SafeAndFast,2544.25
10310,2015,Qtr 4,November,15,The Corner Store,USA,Eugene,Lace Shoes,Sportswear,5,32.19,0,25.39,World Wide Transports,1998.15
10310,2015,Qtr 4,November,15,The Corner Store,USA,Eugene,Wimbledon T-Shirt,Sportswear,10,8.53,0,7.33,World Wide Transports,1998.15
10311,2018,Qtr 2,April,18,Aujourd´hui,France,Nantes,Tube Socks,Sportswear,7,1.98,0,1.65,Quik Shipping,180.19
10311,2018,Qtr 2,April,18,Aujourd´hui,France,Nantes,Walking Shoes,Women's Footwear,6,14.93,0,10.95,Quik Shipping,180.19
10312,2016,Qtr 4,November,17,Boleros,Ireland,Cork,Bow tie,Men's Clothes,10,7.63,0,6.61,SafeAndFast,2544.25
10312,2016,Qtr 4,November,17,Boleros,Ireland,Cork,Jack Flash Dress,Women's Clothes,20,63.23,0,52.38,SafeAndFast,2544.25
10312,2016,Qtr 4,November,17,Boleros,Ireland,Cork,RDL Suit,Children's Clothes,4,49.17,0,36.81,SafeAndFast,2544.25
10312,2016,Qtr 4,November,17,Boleros,Ireland,Cork,Summer Shorts,Swimwear,24,13.11,0,10.48,SafeAndFast,2544.25
10313,2017,Qtr 2,April,20,Grunewald,Germany,Cunewalde,Mehmet-Tröja,Baby Clothes,12,8.47,0,6.45,SafeAndFast,1774.84
10314,2016,Qtr 4,November,19,Rode & Vite,Denmark,København,Lace Shoes,Sportswear,25,31.43,0.100000001,25.39,SafeAndFast,1426.24
